"Area","ED","Energy","SS","ResidueLength","PairNumber","NewPredicted"
7819.98,4634.86,-2744.3,31,131,271,4.55834275988478
10329,10328.6,-2320,36,154,587,2.54101977532955
13495.6,116247,-6978,48,330,4627,0.72996507518797
11866.8,75220,-4350,25,249,3630,2.47344740788251
5400.55,12154,-1857,10,93,842,0.440978948412699
20693.5,240604,-6140,98,537,8350,3.24969731071428
8750.48,9768.44,-2735.34,15,138,554,3.93476901300827
9081.1,17122.2,-3698.56,39,183,931,2.90140946638248
12243.5,73427,-3860,29,249,3630,1.78067932347916
21518.7,242311,-10500,104,537,8350,2.52803323716582
5864.34,7232.32,-1646.52,50,93,545,2.69485814938293
4839.23,2999.9,-1215.28,44,67,224,3.73972761247711
11421.1,27060,-762,35,166,1111,3.34627272247618
23539.3,521716,-11394.2,143,540,18067,4.19341972267242
14427.1,57684,-6588,47,302,2537,1.73617800899923
13876.3,62082.5,-2730,56,223,2822,4.32690085242356
7776.13,9537.15,-2798.49,38,138,554,3.12307263757899
2376.63,50.2179,-560,92,33,5,3.84736071738436
11621.7,78331.6,-7410,40,272,3539,2.53295872406563
9189.37,13634.2,-2858.77,16,148,729,4.24318863478703
13037.8,119751,-5981,48,261,4517,1.27561555332373
24079.6,255885,-7840,92,537,8350,3.3481609291274
6056.15,11207,-1868.54,14,102,764,3.96942681477126
11409.7,73756.6,-5290,24,249,3630,1.68363564326706
14771.1,142495,-3880,46,315,5844,3.19390372463556
13504.8,62330,-7140,13,187,1928,0.321362766666667
7809.96,12552.2,-2775.33,88,130,694,4.12148248455599
5984.86,4684.18,-1010,22,85,343,1.32993415212729
5489.41,3545.77,-750.43,46,51,132,2.68744850620173
2761.39,51.7655,-388,92,33,5,3.46832991510365
3823.77,1477.82,-991.843,42,52,133,2.18032704076435
11849,26594,-6014,37,192,1208,0.1747511
10433.5,57935,-4304,23,221,2824,1.01422290561093
8608.3,19573.6,-2697.6,90,151,1023,3.72764228461537
9408.37,27442,-2905.23,91,158,1403,3.28091776030724
16159.2,113629,-7506,72,378,4731,0.133034542857143
7214.29,8242,-2144,16,117,457,1.0602749
9021.87,28025.4,8220,29,166,1414,3.89082788638584
13711.3,47455,-2090,51,234,1581,2.87419995797811
5775,4771.38,-1460,21,85,343,1.051444305408
27093,1005950,-20576,198,715,30042,0
7224.2,15659.5,-2636.71,70,134,970,3.64417932322065
6977.83,4124,-3333,47,112,292,0.2592377
21874,98011,-7816,92,436,3305,0.12207657545602
9627.81,36016.8,-4600,42,196,1997,4.01900770950103
29018.8,814047,-18392,186,753,20648,0
8424.32,51426.8,-3360,36,188,2599,2.9669747999573
5827.88,4772,-914,23,85,343,1.22872067349798
16541.8,142461,-10712,309,387,5428,0.0861478
10865.9,39342.2,-3934.64,26,193,2118,3.71040777435326
10652,27457.8,-4406.64,56,214,1469,3.91316326204601
9789.85,26617.4,-3345.54,32,174,1415,3.78507931049989
9301.52,11334.8,-2947.54,34,156,654,3.90567217021765
6681.49,9249.31,-3308.3,16,138,554,2.0098230683341
9018.74,27898.6,-2350,19,166,1414,3.66762092145561
14591.8,59810.2,-6648.95,157,305,2610,2.31195982297093
13394.9,50782.6,-3440,76,234,2464,2.76181626953849
24861.1,263742,-8920,102,537,8350,2.93585329906447
7076.03,7333.25,-2509.39,16,122,429,0.376866236507937
11954,114599,-2330,41,235,4905,2.94167844199295
13424.3,139083,-8246,150,326,6508,0.3476736
8169.22,11978.8,-2552.44,82,128,693,2.76269365046121
9660.44,39277,-2190,21,196,1885,3.00851214941462
24203.2,270592,-8570,102,537,8350,2.92348658336028
8804.33,27963.6,-2819.72,94,156,1521,4.01006582714429
14193.6,52252.6,-3030,34,234,2464,3.05807753740332
5469.77,2774.29,-1135.92,40,67,224,3.10266862243257
5778.87,7569.3,-1883.27,77,104,457,2.1820338767124
32956.9,509795,-19912,154,782,14166,0.0350595736434108
14416.2,51256.1,-3710,48,234,2464,3.49864299737517
13851,97433,-6459,85,270,3796,0.790754947619048
23333.9,284119,-15700,70,540,8870,3.41725472460028
9504.96,12630.1,-2512.83,88,136,619,4.11915175906331
10523,50974.9,-4556.32,120,209,2534,3.18838136455627
3667.89,1830.27,-1254.23,7,63,166,1.95449376444781
25488.7,674161,-23313,92,725,20240,0
6279.92,2887,-2615,3,110,166,0.217738966666667
9031.34,20500.1,-3419.77,81,163,1162,4.33995918391365
18386.1,305592,-11749,201,428,11269,0.0529001666666667
9710.51,30534.6,-3177.42,117,171,1747,4.74664223126911
9046,13687.6,-2890.13,14,148,729,4.14743276440463
12232,83120,-7431,41,332,3638,0.109723433333333
7303.28,4017.06,-2334.26,70,101,249,3.94459487348195
4934.37,4383.61,-1344.15,21,72,340,3.73720565447233
19078.9,115932,-8056,63,405,4071,0.0764706939393939
10125.3,28563.3,-2570,26,194,1521,4.46124432351057
13200.8,47551.1,169,45,223,2059,2.7306934708309
8862.58,18382,-4782,62,164,1019,0.206011317948718
4809.19,4417.42,-1180,11,79,317,2.60699450767782
4000.39,2215.9,-1056.31,24,54,165,1.79288369066832
10245.7,39694,-5506,236,191,2119,0.0318086
5608.82,4196.28,-1170,12,79,317,2.47323064032725
7066.77,12822,-1810,12,129,808,1.55316225620491
5092.22,4613,-1623,8,94,313,0.353227733029382
8292.36,19094,-3691,58,162,1206,0.448995510606061
8070.5,21314,-2858,22,145,1109,0.541420133333333
7907.16,10368,-2517,25,144,619,1.0236785
8921.63,16699,-3202,17,108,486,0.238979216666667
21426.5,195815,-6270,68,403,6746,3.02042356552842
10703.5,10140.8,-1630,34,154,587,3.11431507309789
7044.87,13932.3,-2428.82,91,120,809,2.92143727632392
6720.76,5328.69,-2030,9,79,292,1.7889868748023
13248.8,60886.5,-3320,30,247,2754,3.40129530468685
14484.5,143616,-5995.49,157,308,6057,4.06968353481884
8735.98,27778.9,-2826.17,94,156,1521,3.75217189500143
15570.6,116371,-4880,51,271,4426,2.67933581329272
3768.76,1172.52,-831.422,30,51,102,4.52008925876207
6394.53,13350.1,-1568.05,15,96,804,2.1828428963754
12721,116199,-4020,39,235,4905,2.89739296847457
8664.9,21422,-4481,31,165,1305,0.1009425
16682.6,143687,-7207.49,175,362,5847,3.86563633754433
8435.42,13576.6,-2614.35,22,132,806,4.39183783277681
24089.1,262192,-12000,87,540,8870,3.31995637239001
14220.2,115403,-7946,46,323,4920,0.0578829666666667
9628.76,29902,-5093,98,178,1634,0.0996509463768116
17981.6,172276,-6970,87,403,6746,2.85472939861109
19755.8,409617,-11600,63,473,14125,2.45373462621567
12083.6,73304.2,-4430,30,249,3630,1.75615885767403
8365.67,9604.68,-2907.17,22,138,554,3.78196989321399
14801.3,164892,-8297,197,330,6520,0.0216827
12579.6,71755.5,-5610.01,31,262,3211,4.76030325670549
4055.36,5888,-1044,20,68,481,1.34318648431297
14825.5,80709,-6969.73,79,320,3466,4.59182364261245
4552.02,2231.54,-827.734,24,54,165,2.11505064244923
5260.89,4275.34,-1450,17,88,292,1.80322149949305
22996.6,517731,-11446.9,123,540,18067,4.11529311459854
9873.69,34804.4,-4416.26,120,208,1691,4.31177137818406
8458.75,19830.7,-3547.9,87,163,1162,2.25137104188758
9390.24,26582.3,-2210,67,166,1414,4.07551587039627
4735.26,3979.56,-1240,15,79,317,2.44911828146562
14051.3,60594.5,-5130,23,215,2188,3.2714528682016
4314.17,1954.68,-1083.85,5,63,166,2.90841951284904
29522.8,762649,-19830,146,718,22296,0
16318,210590,-10706,52,365,8077,0.0683601333333333
9801.17,27540.5,-2850.33,102,158,1403,3.72130128904746
6085.49,11794.9,-1939.08,11,105,765,2.27908105442041
10831.5,38480.2,-4170.23,119,205,1751,2.95346252729127
10012,38428.4,-4134.91,15,193,2118,2.5552055490285
20831.8,210073,-7060,80,327,5215,0.146577566666667
8733.6,12095.4,-2659.16,86,136,619,2.97941987774868
8763.84,16796.1,-2812.48,82,142,844,2.81588345996473
9147.41,39660,-4400,80,202,2124,2.37469795238095
8528.23,17259,-3365,64,144,844,0.896637816017316
9088,22896.3,-4780,40,182,1212,2.93686957142858
5462,5518,-2216,20,93,320,0.748337206349206
13285.8,60281.9,-2400,35,223,2822,4.05376226466354
7025.08,5246.18,-2091.07,58,107,346,2.98712141844407
9594.94,23053.1,-1020,16,166,1111,3.07553688301094
11324.6,50307.3,-5570,27,216,2677,2.93931700666031
16720.2,133299,-6722,70,349,5329,0.2896822
11613.8,42959.5,-1330,54,223,2059,2.63767214374388
8703.42,12586.2,-2447.09,65,136,619,3.80976196488556
10861.9,43273,-8498,112,231,2188,0.0702553666666667
5743.9,3670,-2710,11,96,273,0.362137633333333
20346.2,451497,-14199,113,581,15338,0.0844372666666667
5147.75,3478.04,-790.805,50,51,132,2.54289892218124
7787.46,4323.71,-1860,10,86,205,1.69708162612943
13716.3,52042,-9051,47,306,2255,0.44822834
24501.9,472379,-12600,44,483,15505,2.55173656857205
9000.64,25077.5,-3127.62,34,157,1519,2.66222358089778
5255.95,3495.31,-844.729,50,51,132,1.91098097585284
8535.96,13514.6,-2970.68,14,148,729,3.38549371170514
9373.94,39216.3,-2150,19,196,1885,3.07407415693805
12580.2,93941.6,-3060,27,220,3450,3.44292682813879
5313.22,4309.04,-1250.53,24,72,340,3.60964072987942
8787.16,20778.6,-3470.08,92,163,1162,3.9710894151082
7058.96,18564,-4310,23,149,1109,0.0927856490196079
16206.7,145202,-7481.07,181,362,5847,3.39993615202397
11265.7,30905.5,-899,31,166,1111,3.50318845744578
10019.7,43592,-4865,29,200,2392,0.644389433333334
17940.9,135164,-11251,251,388,4827,0.345582046726191
8364.22,10480.5,-2891.94,98,139,587,2.42108316433012
6490.39,6538,-2743,38,113,425,0.177962966666667
5792.48,4238.4,-1581.93,126,88,318,1.47595375416084
5954.81,4296.1,-1377.05,120,88,318,2.81896458759576
13801.7,50351.6,-1300,67,223,2059,3.03041400361876
11197.9,78141.2,-8060,39,272,3539,1.67087263140976
12430.6,93230.1,-6590,59,254,3885,2.53507166617827
22605.5,410715,-8280,68,473,14125,3.10726209341576
14168.2,94226.5,-5830,67,254,3885,4.11411863459895
7074.99,4139.57,-2334.4,69,101,249,4.08844659089774
11906.8,73852.8,-4010,30,249,3630,1.76810079961148
9253.03,26983,-2770,32,166,1414,4.06243972121212
10748.7,83878.2,-2210,24,220,3450,3.14486283407564
6454.88,13768.5,-1534.32,20,96,804,3.46234542717832
7636.29,16480.6,-2629.67,81,134,970,3.20575265877954
11185.7,58393.6,-3440,43,223,2822,3.93369477129152
18011.8,198454,-8530,46,390,7459,3.62031576720172
14023.7,139739,-5963.84,166,308,6057,4.10280798442615
9832.53,26728,-1704,15,157,1116,1.1331081015873
7165.28,13299,-4447,59,135,770,0.00726913333333333
7943.07,11931,-2090,31,131,805,0.990101939155375
8973.96,26629.6,-2490,39,156,1364,3.58933393654302
27786.2,622142,-12100,112,607,16234,0.0280334210526316
14553.7,147106,-6098.09,181,308,6057,3.36449420612049
13115.4,132299,-6448,49,311,5320,0.357628266666667
11961.7,114625,-3640,54,235,4905,2.47038980221294
5187.38,3336.77,-777.585,47,51,132,2.08173326449876
9668.71,21528,-3698,94,171,1160,3.06462076399295
18927.5,178766,-4790,70,403,6746,3.6354806220343
8575.2,16781,-2748.3,76,142,844,3.24601283113504
13731.9,88591.3,-6892.04,40,291,3799,0.138670033333333
3342.38,1306.6,-661.663,34,40,100,2.60018552495836
13203.9,119128,-3210,40,235,4905,2.69336298987621
4823,2904.45,-1197.3,34,71,249,2.94744376396592
16318,191669,-8499,230,358,7337,0.0519627
23871.7,316380,-13518,141,477,9693,0.44745601889679
24076.6,469701,-12600,39,483,15505,2.7897616316618
8745.29,27356,-4790,18,173,1524,0.229044066666667
6835.72,4042.8,-2213.27,75,101,249,3.93957107611974
4370.71,1889.72,-995.508,7,63,166,2.91646895320286
5378.94,4290.38,-532,11,79,317,2.27835500491154
35031.2,839199,-16112,533,713,24012,0
8557.56,16694.1,-2784.69,82,142,844,2.86334057584796
9945.75,31692,-5676,100,189,1687,0.046543503030303
14132.1,49640.3,-3120,48,234,2464,3.848737034905
9767.52,10227.6,-2290.35,91,130,490,3.33003653583528
13088.3,38582,-4539,22,197,1519,0.717990190733421
8519.19,4677.3,-2555.47,27,131,271,4.63567161101178
11565.4,57992.2,-4366.97,126,217,2904,3.24538745968417
14707.9,80511.1,-7022.12,71,320,3466,4.61145999272067
9052.43,11077.3,-3101.81,25,156,654,3.6915539877463
10406.6,33142.6,-3308.47,72,176,1922,4.05000124265769
12402,90207.5,-4160,22,220,3450,3.44127789319569
9241.18,36781.6,-4370,35,196,1997,3.35900056387633
7589.93,9536.42,-2421.27,20,123,621,3.20836875740677
10727.5,60535,-4729,26,241,2744,1.52937538319384
14492.6,74877,-9693,58,349,3135,0.135027585714286
24161.7,363088,-13063,369,604,11142,0.009387
15096,114304,-4730,69,271,4426,3.21332891846183
10123,10390.1,-1740,42,154,587,2.57835938528005
13227.2,85425,-7354,199,275,3711,0.0465153666666667
9918.38,41130,-4655,24,148,1412,0.237521644444444
9614.2,25683.3,-3162.97,40,174,1415,3.52943549264104
7992.31,24754.7,-785,27,156,1364,3.10178585126902
7955.62,27162.8,-2858.31,87,156,1521,3.82332355422846
5061.66,3752.38,-2350,10,79,292,3.27189656349206
30890.7,890793,-16372,136,728,24027,0
18867.5,197979,-7660,55,390,7459,3.46055665211402
9739.95,35558.1,-4451.32,120,208,1691,4.48424847493746
12603.2,78304.5,-3790,47,272,3539,3.36657919782199
9099.99,16482.4,-4160.46,88,172,973,2.41410246298293
11977.3,91286.1,-6320,61,254,3885,3.62542405082112
10066.5,37230.3,-3460,41,196,1997,3.60231500046036
5389.69,2995.97,-1188.01,44,67,224,3.55428897645405
3367.58,1409.09,-660.443,33,40,100,3.12396833122388
12232.6,60188.3,-5470,24,247,2754,3.15356388991605
12663.4,79528,-6471,127,292,3546,0.191010333333333
7878.57,12922.1,-2643.82,15,132,806,3.98936625338512
11995.7,113176,-2330,41,235,4905,2.90525835017137
18552.8,160616,-9240,94,388,6290,3.56257140947193
16321.1,100742,-8039,62,328,3980,0.0133073
9757.49,30542,-3205.91,119,171,1747,4.7476078443359
7086.23,10422.7,-3070,23,109,689,2.34674857611678
14059.8,60700,-5320,27,247,2754,3.29267296985667
5552.93,10965.8,-1995.51,23,102,764,4.04150809093173
5654.66,5248,-2305,49,78,364,0.918557146091954
6432.89,12309.5,-1874.63,7,105,765,2.6178114798321
9989.04,36671.1,-2900,33,196,1997,4.09756984565657
11022.3,37999.9,-4313.44,118,205,1751,2.59739613317607
10342.2,40023,-6092,34,208,2054,0.2774329
8259.26,21169,-2864.42,80,145,1156,4.15152049444445
13974.6,205332,-10237,66,347,8206,0.0369632333333333
18630.6,175573,-4810,72,403,6746,3.96999684092629
3897.95,1636,-1156,9,66,148,1.74235942875298
9408.29,30417.9,-3263.5,120,171,1747,4.63734629287572
13110.6,47322.9,-7632.78,50,298,2196,0.488943266666667
13429.1,53782.9,-511.224,84,209,2534,4.30867654256583
19876.1,251162,-14300,71,540,8870,2.89722657907078
8874.23,13856.5,-2935.83,21,148,729,3.75507320262409
16976.2,145422,-7440.93,187,362,5847,3.36304957489554
11155.1,52644.9,-3840,53,224,2192,4.01722674044939
10508.8,24043,-5652,59,140,1061,0.0412852
7659.06,9547.41,-2501.97,30,123,621,3.16495870752653
15178.7,115650,-4030,48,271,4426,2.45160216032311
13777.7,51552,-5110,41,234,2464,2.58013053702714
5082.03,1918,-1128,19,74,133,1.1052480920021
9103.17,29620.7,-2060,31,166,1414,4.01652418707339
11987.8,72940,-3892,17,303,3459,1.22608441392582
13023.9,95238,-6347,88,275,4429,0.108435966666667
11542,54205,-3909,38,190,2180,2.24690677926093
15665.7,115945,-4780,49,271,4426,2.82994634181045
7165,4040.21,-2268.54,70,101,249,3.90206717850681
24700.4,281528,-12600,70,540,8870,3.18317448551
18501.4,389928,-13295,119,509,13968,0.545581966666667
12289.9,41736,-7535,18,190,1526,0.253402766666667
5040.09,4283.09,-1350,11,79,317,2.10713966208792
9644.63,25580.3,-2198.32,19,174,1415,3.94682939448825
5085.97,4330.18,-1293.45,15,72,340,4.4760010440211
9378.69,30368.4,-3296.86,121,171,1747,4.64189017068402
5062.13,4277.82,-2100,11,79,317,2.17813737321391
11429.2,40005,-5264,33,228,1933,0.258594933333333
13745.6,49955,-6365,42,260,2196,0.52770265
14741.9,59292,-5030,40,215,2188,3.241178345669
8153.95,9274.64,-2796.31,32,138,554,2.68260666287745
8616.56,30151.6,-2036.64,26,132,1513,3.37789358888889
8135,12035.3,-2532.61,82,128,693,2.77619097765419
7838.21,18540,-3768,9,152,1069,0.206347766666667
25062.9,473976,-9470,38,483,15505,2.59755151166183
5659.09,1702.87,-1385.68,21,76,147,4.48950639021024
18218.5,260837,-10300,61,403,10236,0.0208188
13413.5,60616.4,-454,32,247,2754,3.53137485066003
13846.5,91755.4,-5920,62,254,3885,3.22994359730347
5454.59,4333.47,-2200,14,79,292,3.7886406561938
10773.3,24336,-4345,25,235,1071,0.339616771448164
22537.5,515348,-11594.6,149,540,18067,4.15925930678302
8196.01,12311.5,-2942.29,72,136,619,3.66598474590232
9561.38,30266,-3238.31,122,171,1747,4.71416152388218
11980.6,46667.6,-6790,18,215,2188,1.66200786443002
12369.5,60324,-7202,196,291,2825,0.0549715666666667
9859.61,33654,-3551.78,79,176,1922,3.802059585425
19437.2,236439,-11919,82,471,7842,0.0902766333333333
13994.7,52524.6,-6074.9,47,288,2334,4.41071874121041
12456.8,78539.8,-3570,50,272,3539,3.63392256293586
5502.12,4355.45,-679,15,88,292,1.57951445953969
14261.2,68363,-1143,45,284,2901,0.939234452747253
6513.48,10299.4,-3180,14,109,689,2.8965938401667
18414,204909,-9700,69,390,7459,2.61447283859663
7590.31,15608.1,-2725.86,75,134,970,3.64412022801227
12031.5,71157.7,-5612.2,47,262,3211,4.76021924520141
15476.9,87432.8,-3100,54,223,2059,2.46399487165111
23883.2,471876,-12000,70,483,15505,3.10542957239859
9949.03,32710.2,-3525.18,94,176,1922,3.9033203736552
5840.35,7529.36,-1900.47,59,104,457,2.48949136751257
7826.51,9444.61,-3055.8,98,130,490,1.70775242137854
13749.4,59648,-5627,32,275,2753,1.09659589249639
13509.6,92110,-5886,30,294,4064,0.613052371428571
16094.5,153002,-10387,185,400,5535,0.1719077
10844,27717.4,-1510,25,194,1521,4.29472083551839
4857.42,3793.96,-1010,13,79,317,2.11417177495718
9498.21,20818,-3721,161,162,1255,0.8970374695671
9476.59,28967.3,-2520,41,166,1414,4.41315055152626
19302,267837,-11473,54,410,10529,0.00599983333333333
9124.45,28716.8,-3439.81,39,179,1626,4.53227818645689
14971.3,93084,-7089,71,329,3808,0.197157833333333
10235.6,90593,-4532,17,222,4144,1.05755850172451
9768.55,38130.4,-3721.39,37,180,2054,4.62225793714188
8039.89,12862.3,-456.047,26,132,806,3.13611743005142
11877,48500,-4436,50,261,2328,2.15301657918454
9540.37,26527.4,-3636.76,25,174,1415,2.58328014428697
9749.23,26309.8,-3351.99,23,174,1415,3.71897228186399
22162.3,409583,-8120,61,473,14125,3.37792502277298
11091.6,39298.3,-3594.69,29,193,2118,3.82317624586338
13635.3,97387.4,-5997.13,168,281,4061,3.74921374760635
13112.5,52075.4,-5020,22,215,2188,3.00658188692313
5813.51,3441,-1621,7,95,269,0.2326365
8630.13,14074,-3700,103,153,771,0.0845288333333333
4048.37,2229.47,-1022.6,32,54,165,2.12097745191612
15539.2,85623.6,-2510,55,223,2059,2.46433178537906
11948.1,70285.5,-5700.43,38,262,3211,4.63552025056003
12823,68073,-6167,104,292,2679,0.551520559086044
13010.7,111613,-9781,175,301,5018,0.050997
9833.73,51810.7,-3210,26,188,2599,3.27238689197324
24016.4,280750,-11300,73,540,8870,3.02610526349292
5793.87,7660.14,-1863.96,75,104,457,2.23526790528169
11253.4,87103.4,-3160,17,220,3450,3.22778748873465
18163.7,159812,-10400,90,388,6290,3.47795810875962
8635.09,9618.1,-2554.01,97,130,490,2.43581962555819
5655.36,7135.8,-1767,50,93,545,3.67256664744337
9712.19,34426.9,-3090,26,166,1414,3.05269164090643
3494.67,1437.77,-1007.61,42,52,133,1.92724722325408
5945.33,1776.01,-1755.02,50,84,136,0.201026042857143
22439.7,282722,-9698.75,66,468,9276,4.59775760468869
22555.7,516177,-11510.9,144,540,18067,4.15730960346224
8993.53,21945.4,-2854.94,81,152,1165,3.88372811666666
21841.7,375981,-12748,71,507,13152,0.1442163
8815.98,27315,-1870,39,156,1364,3.51723795984649
9236.4,30433.3,-3412.36,127,171,1747,4.72087289741399
4771.49,3136.24,-1195.98,42,71,249,2.96068964395493
11659.4,33562.7,14100,23,234,1581,1.97628746461798
23256.2,282723,-15700,58,540,8870,3.3545181499971
5512.77,3371.57,-1076.47,38,71,249,3.81650046265178
13717.9,94747.9,-5667.16,48,294,4249,3.87848317820643
6798.08,13429.8,-1538.95,25,96,804,2.63496267406356
13755.2,47336,-5759.16,69,273,2061,4.28126513375393
22719.8,414043,-8280,63,473,14125,3.10385413893712
17227.4,277641,-8804,49,381,10238,0.0254623333333333
6410,7458.94,-1624.6,49,93,545,2.76496167584321
5831.68,11119.3,-1912.54,31,102,764,4.19068794345712
12598.4,71637.2,-5533.16,54,262,3211,4.73501303831338
6191.28,8489.3,-1538.27,31,87,483,0.712462673517786
4167.36,2192.04,-1103.87,20,54,165,1.62025803208577
9901.28,24315.6,-1370,16,166,1111,4.24272168708867
5954.92,7555.29,-1612.32,49,93,545,2.76607578951533
13384.6,48029.1,-3300,51,223,2059,2.54343796182657
8214.82,31749,-4094,29,161,1868,0.3801686
11868.5,55331,-5446,37,218,2390,1.77736207464783
16728.4,162162,-7754.51,76,352,6744,2.22207711003892
21154.7,175130,-7443,53,410,5323,0.302958937681159
10369,10518.5,-2030,35,154,587,2.67516835708346
15160,91289,-7830,47,299,3714,0.0178927
4611.53,2769,-1106,3,59,166,0.586141337158381
11944.8,115635,-4640,53,235,4905,2.49230320720487
9398.21,26234.4,-3384.74,29,174,1415,3.63688903955964
6751.72,10607,-2710,18,96,580,1.21673491215666
5382.6,4320.41,-558,13,88,292,1.60422687081834
11852.3,59052,-7234,78,324,2759,0.741762083642185
13304,98176.2,-5748.09,154,281,4061,3.7723543394534
9399.52,37849.5,-3790.74,39,180,2054,4.54826277576702
